,book_id,user_id,rating,original_publication_year
104,9892.0,49688.0,5.0,2013.0
105,9892.0,49889.0,5.0,2011.0
106,9892.0,50005.0,5.0,1999.0
107,9892.0,50202.0,5.0,2000.0
108,9892.0,51667.0,5.0,1862.0
109,9892.0,51764.0,5.0,1998.0
110,9893.0,761.0,3.0,2005.0
111,9893.0,1621.0,4.0,2012.0
112,9893.0,2926.0,3.0,1961.0
113,9893.0,5171.0,3.0,1997.0
114,9893.0,6605.0,4.0,2002.0
115,9893.0,8066.0,3.0,1876.0
116,9893.0,9148.0,5.0,1962.0
117,9893.0,10427.0,4.0,1989.0
118,9893.0,10555.0,4.0,1985.0
119,9893.0,11348.0,2.0,2001.0
120,9893.0,11650.0,2.0,1955.0
121,9893.0,11913.0,3.0,1995.0
122,9893.0,12287.0,3.0,1991.0
123,9893.0,12502.0,4.0,2010.0
124,9893.0,12764.0,2.0,1600.0
125,9893.0,13465.0,3.0,1965.0
126,9893.0,13759.0,4.0,2000.0
127,9893.0,14579.0,4.0,2011.0
128,9893.0,16043.0,4.0,1962.0
129,9893.0,16733.0,2.0,1952.0
130,9893.0,17441.0,4.0,1939.0
131,9893.0,17487.0,4.0,2003.0
132,9893.0,19708.0,3.0,1908.0
133,9893.0,21744.0,5.0,2009.0
134,9893.0,21928.0,3.0,2000.0
135,9893.0,23081.0,5.0,1996.0
136,9893.0,23699.0,5.0,1991.0
137,9893.0,24783.0,5.0,1850.0
138,9893.0,25476.0,5.0,2011.0
139,9893.0,25727.0,4.0,2007.0
140,9893.0,25727.0,4.0,2012.0
141,9893.0,27059.0,4.0,1989.0
142,9893.0,27183.0,3.0,2014.0
143,9893.0,27479.0,4.0,2010.0
144,9893.0,30381.0,5.0,2001.0
145,9893.0,30623.0,5.0,2013.0
146,9893.0,30908.0,4.0,2007.0
147,9893.0,33454.0,5.0,1999.0
148,9893.0,33599.0,4.0,2009.0
149,9893.0,34144.0,3.0,1997.0
150,9893.0,34907.0,4.0,2006.0
151,9893.0,35901.0,5.0,2006.0
152,9893.0,35932.0,5.0,2008.0
153,9893.0,37594.0,3.0,1606.0
154,9893.0,37632.0,4.0,1954.0
155,9893.0,39584.0,3.0,2004.0
156,9893.0,40401.0,5.0,1960.0
157,9893.0,40930.0,5.0,1964.0
158,9893.0,41112.0,4.0,2008.0
159,9893.0,41760.0,2.0,1860.0
160,9893.0,41777.0,3.0,1955.0
161,9893.0,41867.0,5.0,1942.0
162,9893.0,43452.0,5.0,2010.0
163,9893.0,43703.0,3.0,2013.0
164,9893.0,43890.0,3.0,2005.0
165,9893.0,44898.0,5.0,2010.0
166,9893.0,45247.0,4.0,2001.0
167,9893.0,45447.0,5.0,1978.0
168,9893.0,45492.0,4.0,2008.0
169,9893.0,45534.0,5.0,1998.0
170,9893.0,45563.0,5.0,1815.0
171,9893.0,45721.0,4.0,1877.0
172,9893.0,46816.0,4.0,1962.0
173,9893.0,46952.0,5.0,2007.0
174,9893.0,47026.0,3.0,2009.0
175,9893.0,47769.0,4.0,1986.0
176,9893.0,47861.0,4.0,1866.0
177,9893.0,47865.0,2.0,1963.0
178,9893.0,48455.0,4.0,1996.0
179,9893.0,49006.0,2.0,1922.0
180,9893.0,49571.0,3.0,1965.0
181,9893.0,49800.0,4.0,2009.0
182,9893.0,49818.0,3.0,2010.0
183,9893.0,50380.0,5.0,1988.0
184,9893.0,50915.0,3.0,2011.0
185,9893.0,50970.0,4.0,2001.0
186,9893.0,51049.0,4.0,2005.0
187,9893.0,51334.0,4.0,2011.0
188,9893.0,51601.0,4.0,1955.0
189,9893.0,51789.0,4.0,2012.0
190,9893.0,52245.0,3.0,1987.0
191,9893.0,52302.0,4.0,2007.0
192,9894.0,710.0,4.0,2008.0
193,9894.0,1762.0,1.0,1851.0
194,9894.0,2273.0,2.0,2008.0
195,9894.0,2403.0,4.0,1996.0
196,9894.0,3720.0,4.0,2001.0
197,9894.0,3779.0,3.0,1982.0
198,9894.0,4549.0,4.0,2005.0
199,9894.0,5364.0,5.0,1939.0
200,9894.0,5473.0,4.0,2009.0
201,9894.0,5782.0,4.0,2009.0
202,9894.0,6256.0,5.0,2011.0
203,9894.0,6862.0,3.0,1843.0
204,9894.0,7556.0,4.0,1976.0
205,9894.0,9920.0,4.0,2012.0
206,9894.0,10181.0,3.0,1994.0
207,9894.0,10440.0,3.0,2010.0
208,9894.0,10739.0,4.0,1988.0
209,9894.0,10753.0,2.0,2007.0
210,9894.0,10763.0,3.0,2005.0
211,9894.0,10859.0,3.0,2001.0
212,9894.0,11446.0,5.0,1915.0
213,9894.0,11498.0,5.0,2007.0
214,9894.0,13079.0,4.0,2011.0
215,9894.0,13086.0,4.0,2006.0
216,9894.0,13378.0,5.0,2003.0
217,9894.0,13980.0,4.0,2012.0
218,9894.0,14085.0,4.0,1956.0
219,9894.0,15206.0,4.0,
220,9894.0,15231.0,4.0,1995.0
221,9894.0,16146.0,4.0,1980.0
222,9894.0,16246.0,4.0,2001.0
223,9894.0,17614.0,4.0,2009.0
224,9894.0,17739.0,5.0,1952.0
225,9894.0,20381.0,5.0,2009.0
226,9894.0,20381.0,5.0,1993.0
227,9894.0,20558.0,4.0,2002.0
228,9894.0,20559.0,4.0,1865.0
229,9894.0,22758.0,3.0,1817.0
230,9894.0,22780.0,3.0,2007.0
231,9894.0,22924.0,5.0,1982.0
232,9894.0,23599.0,3.0,1985.0
233,9894.0,23633.0,3.0,1999.0
234,9894.0,24131.0,4.0,2013.0
235,9894.0,24298.0,4.0,1997.0
236,9894.0,25155.0,5.0,1974.0
237,9894.0,26279.0,2.0,2002.0
238,9894.0,26625.0,5.0,2006.0
239,9894.0,26696.0,4.0,2013.0
240,9894.0,26812.0,4.0,1989.0
241,9894.0,27512.0,3.0,1993.0
242,9894.0,27552.0,5.0,1987.0
243,9894.0,28542.0,4.0,2006.0
244,9894.0,29040.0,3.0,1977.0
245,9894.0,29212.0,4.0,2007.0
246,9894.0,30143.0,3.0,1989.0
247,9894.0,30196.0,4.0,1595.0
248,9894.0,31194.0,3.0,2005.0
249,9894.0,31353.0,4.0,2012.0
250,9894.0,31509.0,5.0,1957.0
251,9894.0,31533.0,3.0,2012.0
252,9894.0,31551.0,4.0,2013.0
253,9894.0,32228.0,5.0,2009.0
254,9894.0,33616.0,4.0,1957.0
255,9894.0,33674.0,3.0,2006.0
256,9894.0,35285.0,5.0,1865.0
257,9894.0,35899.0,5.0,2001.0
258,9894.0,36345.0,4.0,2010.0
259,9894.0,36481.0,5.0,1936.0
260,9894.0,36630.0,4.0,1996.0
261,9894.0,37025.0,5.0,2014.0
262,9894.0,37315.0,5.0,1997.0
263,9894.0,37617.0,4.0,1926.0
264,9894.0,37992.0,5.0,1943.0
265,9894.0,39052.0,5.0,1995.0
266,9894.0,39276.0,5.0,2015.0
267,9894.0,39629.0,5.0,2005.0
268,9894.0,39713.0,4.0,2003.0
269,9894.0,40150.0,5.0,1938.0
270,9894.0,40498.0,4.0,1966.0
271,9894.0,40758.0,5.0,1989.0
272,9894.0,40999.0,4.0,2005.0
273,9894.0,41694.0,3.0,1969.0
274,9894.0,42235.0,4.0,2006.0
275,9894.0,42493.0,4.0,1951.0
276,9894.0,42609.0,4.0,2013.0
277,9894.0,42618.0,1.0,1981.0
278,9894.0,42685.0,3.0,2016.0
279,9894.0,43009.0,4.0,2011.0
280,9894.0,44319.0,5.0,1992.0
281,9894.0,45223.0,4.0,2002.0
282,9894.0,46898.0,4.0,1990.0
283,9894.0,47078.0,5.0,1955.0
284,9894.0,47651.0,5.0,2013.0
285,9894.0,48218.0,3.0,2008.0
286,9894.0,48544.0,3.0,1943.0
287,9894.0,48945.0,4.0,1984.0
288,9894.0,52644.0,4.0,1972.0
289,9894.0,52802.0,5.0,2011.0
290,9894.0,53002.0,4.0,2009.0
291,9894.0,53298.0,4.0,1951.0
292,9895.0,3764.0,4.0,1882.0
293,9895.0,4712.0,2.0,2011.0
294,9895.0,8664.0,4.0,2011.0
295,9895.0,9533.0,4.0,1969.0
296,9895.0,10681.0,3.0,1963.0
297,9895.0,16480.0,5.0,1895.0
298,9895.0,17891.0,4.0,2010.0
299,9895.0,23237.0,2.0,2006.0
300,9895.0,24554.0,4.0,1899.0
301,9895.0,25568.0,4.0,2010.0
302,9895.0,29696.0,5.0,2006.0
303,9895.0,29996.0,3.0,1998.0
304,9895.0,30904.0,3.0,1983.0
305,9895.0,31152.0,4.0,1992.0
306,9895.0,31819.0,4.0,2011.0
307,9895.0,32175.0,4.0,2003.0
308,9895.0,32414.0,3.0,2011.0
309,9895.0,32550.0,4.0,2001.0
310,9895.0,33001.0,3.0,1977.0
311,9895.0,34296.0,4.0,2008.0
312,9895.0,34343.0,3.0,2012.0
313,9895.0,34735.0,3.0,2003.0
314,9895.0,34784.0,4.0,1998.0
315,9895.0,35023.0,2.0,1997.0
316,9895.0,36038.0,4.0,1969.0
317,9895.0,36049.0,4.0,2013.0
318,9895.0,36701.0,2.0,2012.0
319,9895.0,37016.0,5.0,2012.0
320,9895.0,37049.0,4.0,1961.0
321,9895.0,37383.0,3.0,1996.0
322,9895.0,38808.0,5.0,1984.0
323,9895.0,40059.0,5.0,2013.0
324,9895.0,40323.0,4.0,1989.0
325,9895.0,40700.0,3.0,1999.0
326,9895.0,41182.0,3.0,2011.0
327,9895.0,41890.0,4.0,2007.0
328,9895.0,44021.0,5.0,2008.0
329,9895.0,44024.0,4.0,1990.0
330,9895.0,44212.0,4.0,1998.0
331,9895.0,44255.0,3.0,1953.0
332,9895.0,44317.0,4.0,2007.0
333,9895.0,44556.0,5.0,2012.0
334,9895.0,45237.0,4.0,1961.0
335,9895.0,45548.0,5.0,2001.0
336,9895.0,45784.0,2.0,1996.0
337,9895.0,46698.0,5.0,2009.0
338,9895.0,46724.0,4.0,1947.0
339,9895.0,46899.0,4.0,2010.0
340,9895.0,46939.0,3.0,-750.0
341,9895.0,46979.0,4.0,2012.0
342,9895.0,47112.0,4.0,1996.0
343,9895.0,47995.0,3.0,1997.0
344,9895.0,48150.0,3.0,2005.0
345,9895.0,48570.0,4.0,1900.0
346,9895.0,48653.0,3.0,1951.0
347,9895.0,48672.0,4.0,2014.0
348,9895.0,48831.0,3.0,1975.0
349,9895.0,48853.0,4.0,1971.0
350,9895.0,49171.0,4.0,2011.0
351,9895.0,49197.0,4.0,2014.0
352,9895.0,49349.0,3.0,1603.0
353,9895.0,49474.0,5.0,1987.0
354,9895.0,49521.0,3.0,2008.0
355,9895.0,49682.0,3.0,1999.0
356,9895.0,50221.0,3.0,1929.0
357,9895.0,50515.0,3.0,1990.0
358,9895.0,50819.0,3.0,2012.0
359,9895.0,51701.0,5.0,1968.0
360,9895.0,52466.0,3.0,1838.0
361,9895.0,52946.0,4.0,1942.0
362,9896.0,266.0,4.0,2010.0
363,9896.0,272.0,3.0,1957.0
364,9896.0,368.0,3.0,1990.0
365,9896.0,877.0,4.0,2001.0
366,9896.0,1192.0,4.0,2003.0
367,9896.0,1284.0,4.0,1997.0
368,9896.0,1480.0,3.0,2000.0
369,9896.0,2673.0,2.0,2010.0
370,9896.0,3018.0,4.0,1961.0
371,9896.0,3229.0,2.0,2004.0
372,9896.0,3729.0,5.0,1982.0
373,9896.0,3990.0,4.0,2003.0
374,9896.0,4128.0,5.0,1903.0
375,9896.0,4422.0,3.0,2011.0
376,9896.0,4543.0,3.0,1999.0
377,9896.0,4629.0,4.0,2003.0
378,9896.0,5103.0,3.0,2011.0
379,9896.0,5330.0,4.0,1987.0
380,9896.0,5621.0,3.0,1995.0
381,9896.0,5722.0,3.0,2010.0
382,9896.0,6793.0,4.0,2003.0
383,9896.0,7029.0,4.0,2008.0
384,9896.0,7346.0,4.0,2012.0
385,9896.0,7423.0,4.0,1960.0
386,9896.0,7553.0,3.0,1953.0
387,9896.0,7602.0,4.0,1986.0
388,9896.0,8733.0,5.0,2006.0
389,9896.0,8863.0,4.0,1886.0
390,9896.0,8912.0,4.0,1971.0
391,9896.0,9211.0,4.0,2004.0
392,9896.0,10152.0,4.0,2012.0
393,9896.0,10298.0,3.0,2008.0
394,9896.0,10845.0,3.0,1940.0
395,9896.0,11313.0,4.0,2009.0
396,9896.0,11948.0,2.0,1985.0
397,9896.0,12257.0,4.0,2001.0
398,9896.0,12598.0,3.0,2007.0
399,9896.0,13223.0,5.0,1984.0
400,9896.0,13546.0,4.0,1929.0
401,9896.0,13742.0,2.0,1843.0
402,9896.0,13892.0,3.0,-500.0
403,9896.0,14173.0,5.0,2012.0
404,9896.0,14229.0,3.0,1973.0
405,9896.0,14824.0,4.0,1979.0
406,9896.0,14865.0,2.0,2001.0
407,9896.0,14943.0,3.0,1997.0
408,9896.0,14964.0,5.0,1987.0
409,9896.0,15350.0,5.0,1958.0
410,9896.0,15367.0,3.0,2005.0
411,9896.0,15635.0,4.0,1990.0
412,9896.0,15810.0,4.0,1844.0
413,9896.0,16095.0,5.0,2008.0
414,9896.0,16209.0,2.0,2009.0
415,9896.0,16316.0,5.0,1983.0
416,9896.0,16476.0,3.0,2006.0
417,9896.0,16946.0,4.0,2010.0
418,9896.0,17020.0,1.0,2009.0
419,9896.0,19214.0,3.0,1998.0
420,9896.0,21460.0,4.0,2011.0
421,9896.0,21663.0,3.0,1998.0
422,9896.0,21821.0,4.0,2013.0
423,9896.0,22083.0,4.0,1980.0
424,9896.0,22217.0,4.0,1971.0
425,9896.0,23154.0,4.0,1980.0
426,9896.0,23722.0,1.0,1895.0
427,9896.0,24717.0,2.0,2012.0
428,9896.0,25015.0,2.0,1983.0
429,9896.0,26381.0,3.0,2002.0
430,9896.0,26405.0,4.0,1981.0
431,9896.0,26435.0,4.0,1950.0
432,9896.0,27099.0,3.0,2005.0
433,9896.0,27481.0,3.0,2010.0
434,9896.0,27702.0,4.0,2010.0
435,9896.0,27855.0,3.0,1997.0
436,9896.0,28246.0,3.0,2014.0
437,9896.0,29241.0,4.0,2009.0
438,9896.0,29331.0,4.0,1987.0
439,9896.0,29609.0,4.0,2010.0
440,9896.0,30412.0,4.0,2009.0
441,9896.0,31925.0,5.0,1992.0
442,9896.0,32361.0,4.0,2006.0
443,9896.0,32803.0,5.0,1926.0
444,9896.0,32907.0,3.0,2011.0
445,9896.0,32937.0,3.0,1887.0
446,9896.0,34681.0,2.0,2008.0
447,9896.0,36591.0,4.0,2002.0
448,9896.0,37935.0,3.0,2007.0
449,9896.0,38228.0,5.0,2000.0
450,9896.0,40742.0,4.0,1817.0
451,9896.0,41012.0,4.0,2013.0
452,9896.0,41216.0,3.0,1997.0
453,9896.0,42208.0,4.0,1985.0
454,9896.0,43550.0,4.0,2005.0
455,9896.0,44930.0,3.0,1947.0
456,9896.0,46375.0,4.0,2005.0
457,9896.0,46964.0,3.0,2014.0
458,9896.0,47939.0,4.0,2012.0
459,9896.0,48256.0,2.0,2013.0
460,9896.0,49753.0,4.0,1931.0
461,9896.0,52540.0,3.0,1972.0
462,9897.0,3470.0,4.0,1992.0
463,9897.0,3470.0,4.0,1611.0
464,9897.0,10461.0,5.0,2002.0
465,9897.0,11283.0,5.0,1989.0
466,9897.0,12333.0,4.0,2007.0
467,9897.0,14327.0,5.0,1937.0
468,9897.0,15954.0,3.0,2001.0
469,9897.0,16010.0,4.0,2012.0
470,9897.0,16613.0,4.0,1814.0
471,9897.0,17179.0,5.0,1946.0
472,9897.0,18249.0,4.0,2007.0
473,9897.0,19336.0,4.0,2006.0
474,9897.0,20085.0,4.0,2011.0
475,9897.0,20646.0,4.0,1978.0
476,9897.0,21873.0,5.0,1997.0
477,9897.0,21880.0,4.0,1719.0
478,9897.0,21913.0,4.0,1513.0
479,9897.0,22412.0,5.0,2000.0
480,9897.0,23057.0,4.0,1994.0
481,9897.0,23364.0,4.0,2010.0
482,9897.0,24019.0,3.0,1961.0
483,9897.0,24527.0,5.0,2001.0
484,9897.0,25124.0,5.0,1880.0
485,9897.0,26051.0,3.0,2003.0
486,9897.0,26217.0,3.0,1969.0
487,9897.0,26846.0,4.0,1996.0
488,9897.0,28545.0,5.0,1923.0
489,9897.0,28879.0,5.0,1985.0
490,9897.0,29284.0,4.0,2008.0
491,9897.0,29928.0,3.0,1986.0
492,9897.0,30400.0,5.0,1952.0
493,9897.0,31381.0,5.0,1992.0
494,9897.0,31459.0,3.0,2000.0
495,9897.0,32676.0,4.0,1980.0
496,9897.0,33953.0,4.0,1877.0
497,9897.0,34183.0,5.0,1869.0
498,9897.0,34916.0,3.0,1991.0
499,9897.0,35601.0,4.0,2000.0
500,9897.0,35698.0,4.0,1998.0
501,9897.0,35871.0,2.0,2004.0
502,9897.0,36170.0,5.0,1968.0
503,9897.0,36326.0,5.0,1991.0
504,9897.0,36328.0,4.0,1995.0
505,9897.0,36693.0,3.0,2014.0
506,9897.0,36808.0,4.0,2010.0
507,9897.0,37080.0,5.0,2001.0
508,9897.0,37870.0,4.0,2008.0
509,9897.0,38204.0,3.0,1990.0
510,9897.0,39192.0,5.0,1990.0
511,9897.0,39400.0,5.0,1849.0
512,9897.0,39730.0,5.0,1971.0
513,9897.0,39732.0,4.0,1892.0
514,9897.0,39855.0,5.0,1986.0
515,9897.0,40010.0,3.0,2000.0
516,9897.0,40052.0,5.0,2008.0
517,9897.0,40147.0,3.0,1904.0
518,9897.0,40690.0,5.0,2005.0
519,9897.0,40759.0,3.0,1994.0
520,9897.0,41800.0,2.0,2005.0
521,9897.0,42432.0,4.0,2004.0
522,9897.0,42597.0,4.0,1990.0
523,9897.0,42769.0,4.0,1988.0
524,9897.0,43010.0,4.0,2012.0
525,9897.0,43340.0,5.0,2004.0
526,9897.0,44035.0,4.0,2002.0
527,9897.0,44051.0,3.0,1991.0
528,9897.0,44253.0,4.0,1726.0
529,9897.0,44747.0,4.0,1598.0
530,9897.0,44856.0,5.0,975.0
531,9897.0,45642.0,5.0,1987.0
532,9897.0,46143.0,4.0,2015.0
533,9897.0,46568.0,5.0,2008.0
534,9897.0,46938.0,5.0,2011.0
535,9897.0,47144.0,4.0,2015.0
536,9897.0,47196.0,4.0,2011.0
537,9897.0,47205.0,3.0,1994.0
538,9897.0,47354.0,3.0,2012.0
539,9897.0,47391.0,3.0,1905.0
540,9897.0,47486.0,2.0,2004.0
541,9897.0,47592.0,3.0,1954.0
542,9897.0,47950.0,4.0,2010.0
543,9897.0,48330.0,5.0,1935.0
544,9897.0,48397.0,5.0,1922.0
545,9897.0,48668.0,3.0,1974.0
546,9897.0,48873.0,5.0,1897.0
547,9897.0,49249.0,2.0,2006.0
548,9897.0,49384.0,4.0,1948.0
549,9897.0,49576.0,5.0,2006.0
550,9897.0,49649.0,3.0,2013.0
551,9897.0,49704.0,4.0,2000.0
552,9897.0,50287.0,3.0,1991.0
553,9897.0,51320.0,4.0,1993.0
554,9897.0,51682.0,4.0,1996.0
555,9897.0,51744.0,5.0,1981.0
556,9897.0,52746.0,5.0,1993.0
557,9897.0,53048.0,4.0,2004.0
558,9897.0,53053.0,4.0,1891.0
559,9897.0,53128.0,3.0,1856.0
560,9897.0,53345.0,4.0,1961.0
561,9898.0,6880.0,5.0,2010.0
562,9898.0,9054.0,5.0,2003.0
563,9898.0,9763.0,4.0,2006.0
564,9898.0,11610.0,5.0,2007.0
565,9898.0,14297.0,5.0,2015.0
566,9898.0,16230.0,5.0,2011.0
567,9898.0,17088.0,4.0,1986.0
568,9898.0,17572.0,5.0,2005.0
569,9898.0,18142.0,5.0,1995.0
570,9898.0,18453.0,4.0,2003.0
571,9898.0,19175.0,4.0,2003.0
572,9898.0,19194.0,3.0,1998.0
573,9898.0,20037.0,4.0,2000.0
574,9898.0,21792.0,4.0,1999.0
575,9898.0,22198.0,5.0,1759.0
576,9898.0,24056.0,5.0,1975.0
577,9898.0,26464.0,4.0,1983.0
578,9898.0,26903.0,1.0,1960.0
579,9898.0,27166.0,4.0,1950.0
580,9898.0,27640.0,3.0,2013.0
581,9898.0,28496.0,4.0,1997.0
582,9898.0,28787.0,5.0,2011.0
583,9898.0,29288.0,4.0,2009.0
584,9898.0,29509.0,4.0,2004.0
585,9898.0,30292.0,5.0,2003.0
586,9898.0,30433.0,4.0,2002.0
587,9898.0,30680.0,4.0,1986.0
588,9898.0,30792.0,4.0,2012.0
589,9898.0,30844.0,3.0,1849.0
590,9898.0,31195.0,5.0,2007.0
591,9898.0,31311.0,5.0,1967.0
592,9898.0,31532.0,4.0,1968.0
593,9898.0,32177.0,4.0,2000.0
594,9898.0,32387.0,4.0,1959.0
595,9898.0,33301.0,4.0,1995.0
596,9898.0,33463.0,5.0,1605.0
597,9898.0,33704.0,3.0,1995.0
598,9898.0,33937.0,4.0,1980.0
599,9898.0,33996.0,3.0,2010.0
600,9898.0,34240.0,5.0,1901.0
601,9898.0,34329.0,4.0,1953.0
602,9898.0,34425.0,4.0,2008.0
603,9898.0,34898.0,3.0,1993.0
604,9898.0,35423.0,5.0,2007.0
605,9898.0,35496.0,3.0,1970.0
606,9898.0,35551.0,4.0,2014.0
607,9898.0,35584.0,5.0,1986.0
608,9898.0,35871.0,5.0,2006.0
609,9898.0,36467.0,5.0,2013.0
610,9898.0,36876.0,5.0,1977.0
611,9898.0,36916.0,3.0,1987.0
612,9898.0,37880.0,3.0,2008.0
613,9898.0,39398.0,4.0,1925.0
614,9898.0,39611.0,3.0,2002.0
615,9898.0,40069.0,5.0,2000.0
616,9898.0,40516.0,1.0,2010.0
617,9898.0,40714.0,3.0,1902.0
618,9898.0,42205.0,4.0,2011.0
619,9898.0,44026.0,3.0,1982.0
620,9898.0,44403.0,5.0,1970.0
621,9898.0,45417.0,4.0,2002.0
622,9898.0,46483.0,5.0,2014.0
623,9898.0,46568.0,5.0,2007.0
624,9898.0,46739.0,4.0,1997.0
625,9898.0,46783.0,5.0,1985.0
626,9898.0,46802.0,4.0,1989.0
627,9898.0,46810.0,5.0,1987.0
628,9898.0,46843.0,5.0,1998.0
629,9898.0,46949.0,3.0,2013.0
630,9898.0,47426.0,4.0,2005.0
631,9898.0,47920.0,5.0,2011.0
632,9898.0,48383.0,5.0,1959.0
633,9898.0,48838.0,3.0,2011.0
634,9898.0,48913.0,4.0,1991.0
635,9898.0,48941.0,5.0,2011.0
636,9898.0,49189.0,5.0,1950.0
637,9898.0,49216.0,4.0,2010.0
638,9898.0,49247.0,4.0,1880.0
639,9898.0,49974.0,5.0,2002.0
640,9898.0,50210.0,4.0,1956.0
641,9898.0,50237.0,4.0,2007.0
642,9898.0,50289.0,3.0,2008.0
643,9898.0,50424.0,4.0,2012.0
644,9898.0,51171.0,3.0,2007.0
645,9898.0,51701.0,2.0,1390.0
646,9898.0,52070.0,3.0,2006.0
647,9898.0,52413.0,4.0,2011.0
648,9898.0,52417.0,5.0,2009.0
649,9898.0,52551.0,3.0,1852.0
650,9898.0,53010.0,3.0,1909.0
651,9898.0,53057.0,4.0,2006.0
652,9899.0,71.0,3.0,1995.0
653,9899.0,408.0,2.0,2010.0
654,9899.0,825.0,2.0,2011.0
655,9899.0,1202.0,5.0,2006.0
656,9899.0,1285.0,4.0,2008.0
657,9899.0,1303.0,4.0,2001.0
658,9899.0,1751.0,5.0,1995.0
659,9899.0,2064.0,4.0,1980.0
660,9899.0,2745.0,4.0,1972.0
661,9899.0,2891.0,5.0,1999.0
662,9899.0,3500.0,5.0,1980.0
663,9899.0,4075.0,5.0,1958.0
664,9899.0,4654.0,4.0,2010.0
